;pdf_name;page_nr;page_section;climate_related;domain;ron;transition;text
376;Commerzbank_2022_EN-2;20;9;;;;;"with digitalisation, an d which digital technologies are 
relevant for corporate customers today and going forward.  
In the business owners’ study, Commerzbank 
Aktiengesellschaft surv eys 2,500 companies from across Germany 
with annual sales of up to €15m. They include"
377;Commerzbank_2022_EN-2;20;10;;;;;"freelancers, self-
employed people, tradespeople, and small and medium-sized 
enterprises. Some are customers of Commerzbank, while others bank elsewhere. The 2022 study was on the topic of cyber 
security. The results show that the companies surveyed consider 
this to be a"
378;Commerzbank_2022_EN-2;20;11;;;;;"very important issue. Around two in five companies in Germany have already been the victim of a cyber attack, with nearly one in five affe cted companies suffering losses as a result of 
the attack. Nevertheless, the vast majority of"
379;Commerzbank_2022_EN-2;20;12;;;;;"companies feel they 
are well-positioned when it comes to cyber security. 
Improving advisory services 
With the amendment of the MiFID II Directive as part of the EU 
Action Plan on Financing Sustainable Growth, it became 
mandatory in August 2022 to"
380;Commerzbank_2022_EN-2;20;13;;;;;"ask about sustainability preferences 
when providing investment advisory and financial portfolio management services. Our investment advisory teams received 
intensive training on this topic. As  part of the fact-finding stage, 
we educate customers about the three sustainability standards defined in"
381;Commerzbank_2022_EN-2;20;14;;;;;"the guideline and ask about their sustainability 
preferences. Where they have a sustainability preference, 
customers subsequently decide on the share of their investments to be put into sustainable assets . The advisory universe in the 
Private and Small-Business Customers segment"
382;Commerzbank_2022_EN-2;20;15;;;;;"comprises some 
500 financial instruments that meet at least one of the sustainability standards defined by MiFID II. 
 
 
 
Commerzbank Aktiengesellschaft is building up a green 
ecosystem for sustainability-related issues that lie outside our core 
competencies. The Bank’s"
383;Commerzbank_2022_EN-2;20;16;;;;;"expert cooperation partners provide 
support in the form of cons ulting services, for example 
determining a company’s carbon footprint, developing a specific 
sustainability strategy, or identifying and managing climate risks. 
I n  t h i s  w a"
384;Commerzbank_2022_EN-2;20;17;;;;;y ,  w e  h a v e  a l r e a d y  b e e n  a b l e  t o  h e l p  m a n
385;Commerzbank_2022_EN-2;20;18;;;;;"y  c u s t o m e r s  since the programme was laun ched at the start of 2022. 
To make Commerzbank’s products and services available to all 
interested parties, we also go to  great"
386;Commerzbank_2022_EN-2;20;19;;;;;"lengths to ensure that our 
branches and online offering ar e fully accessible. Around two-
thirds of our branches are accessible at ground level. We strive to 
ensure accessibility for all user groups where possible whenever we renovate a branch or"
387;Commerzbank_2022_EN-2;20;20;;;;;"install an  ATM. For dispensing cash, all of 
Commerzbank Aktiengesellschaft’ s ATMs have a read-aloud 
function for visually impaired people. Further information on our efforts to be inclusive, including towards our employees, can be 
found under “Driving inclusion”. 
Private"
388;Commerzbank_2022_EN-2;20;21;;;;;"customers can use a CO
2 calculator in the banking app 
to work out their personal carbon footprint based on a 
questionnaire about their mobility and consumption habits and 
living situation. This application is supplemented by information on sustainable lifestyles and"
389;Commerzbank_2022_EN-2;20;22;;;;;"sustainable product offerings from 
Commerzbank
. The involvement of our customers is 
a guiding principle for our actions
Some 500 financial instruments in the Private and Corporate 
Clients segment meet at leas t one of the sustainability 
standards defined by MiFID-2"
390;Commerzbank_2022_EN-2;21;0;;;;;" 
     
 62 Commerzbank Annual Report 2022  
5. Leading by example 
 
As a company, we have a responsibility towards the environment 
a n d  s o c i e t y ."
391;Commerzbank_2022_EN-2;21;1;;;;; T h a t  i s  w h y  w e  n o t  o n l y  w a n t  t o  s u p p o r t
392;Commerzbank_2022_EN-2;21;2;;;;;" o u r  
customers in their transformations, but also to set a good example ourselves. We will achieve this, among other ways, by 
continuously reducing our environmental footprint. At the same 
time we want to be a reliable"
393;Commerzbank_2022_EN-2;21;3;;;;;"partner for our stakeholders, and our actions are guided by ethical values such as integrity and fairness. 
In addition, we take our responsibility as an employer seriously 
and promote diversity and equal opportunities in practice. Lastly, we positively influence our"
394;Commerzbank_2022_EN-2;21;4;;;;;"environment through our voluntary 
commitment to charitable ca uses and our foundations. 
Reducing operational emissions 
Commerzbank 
Aktiengesell-
schaft has had an ISO 14001-
certified 
environmental management system in place ever since 2009. In 
2015, we added an energy manage ment system certified"
395;Commerzbank_2022_EN-2;21;5;;;;;"to ISO 
50001, establishing an integrat ed environmental and energy 
management system (iUEMS).  
This defines the responsibilities, behaviour, processes and 
specifications for the implementation of the operational 
environmental and energy policy and documents them in a structured manner. The"
396;Commerzbank_2022_EN-2;21;6;;;;;"focus is on optimising resource 
consumption, particularly where we can have a direct impact on 
the environment, such as in building management and business trips. 
 
 
 
First and foremost, the iUEMS serves to continuously improve 
our own environmental"
397;Commerzbank_2022_EN-2;21;7;;;;;"and energy performance. At the same 
time, it helps minimise risk: by regularly observing and checking the current situation, any need for action can be id entified at an 
early stage and preventive measures can be taken. This integrated 
management"
398;Commerzbank_2022_EN-2;21;8;;;;;"system forms an ideal basis for ensuring the business has a sustainable orientation. 
We can achieve savings in our operational emissions through 
efficient and sustainable building management in particular, and we are taking various measures to achieve this. These include"
399;Commerzbank_2022_EN-2;21;9;;;;;"
gradually replacing conventional light sources with LEDs since 
2017, making a significant contri bution to energy saving.  We continuously review the energy efficiency of our buildings 
using defined energy performance indicators. We have succeeded 
in reducing the electricity consumption"
400;Commerzbank_2022_EN-2;21;10;;;;;"measure for the space we lease in the Lateral Towers from 104kWh/m
2 in 2018 to 72kWh/m2 
in 2022. Following this positive exp erience, we have  also put such 
software into operation at other sites and are continuously examining implementation"
401;Commerzbank_2022_EN-2;21;11;;;;;"in further buildings. 
In addition, special attention is paid to making travel activities 
as environmentally friendly as possible and thus preventing CO
2 
emissions. The business travel policy therefore envisages rail as 
the preferred means of transport. This also means avoiding"
402;Commerzbank_2022_EN-2;21;12;;;;;"air 
travel wherever possible. The Bank subsidises electric vehicles in its car leasing schemes. In addition, Commerzbank pays its 
employees in Germany a monthly mobility allowance of €20 for 
commuting by public transport an d provides support for another 
climate-friendly"
403;Commerzbank_2022_EN-2;21;13;;;;;"alternative via cycling initiatives. 
Key figure: In 2022, Comm erzbank Aktiengesellschaft 
generated 78,402 tonnes of CO
2-equivalent total emissions.  
 
 
 
This is slightly high er than in 2021, which was heavily impacted 
by coronavirus measures, but well below"
404;Commerzbank_2022_EN-2;21;14;;;;;"the emissions of previous years. The reasons for this in clude technical adaptations for 
energy efficiency in building management and changes in 
occupational mobility, as well as site closures and job reductions 
over the past two years. These measures will"
405;Commerzbank_2022_EN-2;21;15;;;;;"continue to have an 
effect even after the coronavirus restrictions have come to an end. 
We had set ourselves the goal of reducing our greenhouse gas emissions by 30% by 2025 (relative to the base year 2018). We in 
fact"
406;Commerzbank_2022_EN-2;21;16;;;;;"achieved this goal in 2022, with our CO
2-equivalent emissions 
of 78,402 tonnes equating to a decrease of 34.9%.  
Achieving our 2025 climate target early motivates us to define 
a new, medium-term climate target as the next step towards our"
407;Commerzbank_2022_EN-2;21;17;;;;;"
commitment of net zero by 2040.  
  The focus is on optimizing resource consumption,
especially where our actions can have a 
direct impact on the environment0102030405060708090100
2020 2021 2022Total CO2equivalent emissions
1,000 tons
84.0
71.278.4
"
408;Commerzbank_2022_EN-2;22;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Fina ncial Statements Further Information 63 
  25 Declaration on corporate governance  
pursuant to Art. 315d"
409;Commerzbank_2022_EN-2;22;1;;;;;"in conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
We have been offsetting Co mmerzbank Aktiengesellschaft’s 
currently"
410;Commerzbank_2022_EN-2;22;2;;;;;"unavoidable emissions in Germany since 2015, and 
globally since 2021. The Bank thus  operates in a mathematically 
climate-neutral manner. 
Operational CO 2 emissions of  
Commerzbank Aktiengesellschaft 
     
 2022  
Tonnes CO 2 
equivalents"
411;Commerzbank_2022_EN-2;22;3;;;;;"Germany Other 
countries Total 
Scope 1 20,091 1,522 21,613 
Scope 2 location-
based 54,448 7,468 61,916 
Scope 2 market-based 8,239 4,618 12,857 
Scope 3 38,890 5,042 43,932 
Total 67,220 11,182 78,402     
 
The table shows the CO"
412;Commerzbank_2022_EN-2;22;4;;;;;"2 emissions of Commerzbank Aktien-
gesellschaft according to the gl obal categorisation by the 
Greenhouse Gas (GHG) Protocol. Scope 1 designates the 
emissions caused directly, for example through the consumption of natural gas, heating oil or fuel. Scope 2 refers to"
413;Commerzbank_2022_EN-2;22;5;;;;;"emissions from 
purchased energy. These can be calculated based on either the 
energy mix actually purchased (“market-based”) or the statistical country mix (“location-based”). We use market-based scope 2 
emissions to calculate our total emissions. Scope 3 captures other 
indirect emissions"
414;Commerzbank_2022_EN-2;22;6;;;;;"from the upstream and downstream value chain. These include paper and water consumption, business 
travel and commuting, and other emissions from energy supply. 
The indirect emissions from our financial products (“financed emissions”) are not included in the calculation of the"
415;Commerzbank_2022_EN-2;22;7;;;;;"operational 
CO
2 footprint. 
Commerzbank determines its greenhouse gas emissions on the 
basis of the standard developed by the Association for 
Environmental Management and Sustainability in Financial 
Institutions (VfU). This is based on international guidelines for environmental and climate reporting, such"
416;Commerzbank_2022_EN-2;22;8;;;;;"as the Greenhouse Gas 
Protocol, CDP and the Global Reporting Initiative. Emissions are 
calculated as CO
2 equivalents. 
Embodying collegiality  
The corporate success of the Commerzbank Group is based on qualified and motivated 
employees. Our 41,909 colleagues 
worldwide contributed their"
417;Commerzbank_2022_EN-2;22;9;;;;;"knowledge and experience to our work processes in 2022. A 
fundamental appreciation of the importance of fairness, respect of others and lived diversity is anchored in our ComWerte and our 
code of conduct; it is our responsibility as an employer"
418;Commerzbank_2022_EN-2;22;10;;;;;"to ensure 
its implementation. Commerzbank Aktiengesellschaft aims to offer its staff a working environment characterised by a spirit of 
partnership. Our human resources policy makes it possible to 
promote the development of each individual employee and collegial cooperation, even in"
419;Commerzbank_2022_EN-2;22;11;;;;;"a challenging economic setting.  
The ongoing implementation of the Bank’s current 
restructuring will continue to entail job losses. To this end, Commerzbank Aktiengesellschaft agreed a framework social plan 
with the employee representatives at the end of 2021, with the"
420;Commerzbank_2022_EN-2;22;12;;;;;"aim 
of achieving fair job reductions that are as socially responsible as possible. In the year under review, we successfully pushed ahead 
with the headcount reductions re quired under the transformation. 
The vast majority of employees who departed the Bank"
421;Commerzbank_2022_EN-2;22;13;;;;;"did so under retirement arrangements. In addition, many employees 
were able to find new prospects with the support of new 
placement consulting. The Bank is working very hard to complete the remaining headcount reductions as quickly as possible and in"
422;Commerzbank_2022_EN-2;22;14;;;;;"
a socially responsible manner. 
The focus on digitalisation means that in certain areas we 
increasingly need different skillsets and job profiles than we did in 
the past. That is why we are positioning ourselves accordingly for 
this target group in"
423;Commerzbank_2022_EN-2;22;15;;;;;"order to attract suitable experts. At the same time, it is important to countera ct demographic change. Initiatives 
to ensure that the Bank has a heal thy pipeline of future talent are 
firmly embedded in the HR strategy: our extensive"
424;Commerzbank_2022_EN-2;22;16;;;;;"training offering, innovative learning programmes and the opportunity to 
pursue many different development paths should make the Bank 
attractive for tale nted young people. 
 
 
 
Developing employees 
Commerzbank 
Aktiengesellschaft 
offers a host of 
optional and mandatory training 
modules,"
425;Commerzbank_2022_EN-2;22;17;;;;;"such as seminars, workshops and e-learning courses, 
designed to prepare employees for the transformation of the banking sector resulting from digitalisation and develop their skills 
on an ongoing basis. In July 2022, a voluntary basic qualification 
on the topic of"
426;Commerzbank_2022_EN-2;22;18;;;;;"sustainability was also rolled out for all Commerzbank Aktiengesellschaft employees in Germany. The 
training programme is inte nded to ensure a common We treat our employees 
fairly and responsibly
"
427;Commerzbank_2022_EN-2;23;0;;;;;" 
     
 64 Commerzbank Annual Report 2022  
understanding of sustainability an d to strengthen our expertise as 
contact partners for sustainability matters.  
We are also shaping the increasingly digital working world 
within the"
428;Commerzbank_2022_EN-2;23;1;;;;;"Group through change s in work structures: mobile 
technical applications, agile working, and flexible workplaces and 
working hours are just a few of the keywords in this context. Commerz Real, for example, offers a model in which employees 
can choose"
429;Commerzbank_2022_EN-2;23;2;;;;;"between variable working hours and trust-based 
flexitime. It also attaches great importance to the ongoing training 
of its employees. Virtual formats such as the Sustainability Session 
and Digi Sessions are a platform for cross-disciplinary 
presentation and discussion of topics such"
430;Commerzbank_2022_EN-2;23;3;;;;;"as sustainability and digitalisation in the real estate and renewable energy sectors and 
in equipment leasing. The “Lernzeit+” (Learning Time+) model 
was added in 2022 and allows all employees to devote up to 12 hours of their working time per"
431;Commerzbank_2022_EN-2;23;4;;;;;"quarter to continuing education or 
training opportunities of their choice. 
 
 
 
Maintaining health 
Health is the basis for a properly functioning 
organisation and workforce alike. That makes strategic health management another key 
element in Commerzbank Aktiengesellschaft’s HR 
activities."
432;Commerzbank_2022_EN-2;23;5;;;;;"2022 was once again affected by the 
coronavirus pandemic, and Commerzbank was not alone in facing 
the major challenge of reconciling employee health protection 
with operational requirements. A hygiene and social distancing concept was established and kept regularly updated, and"
433;Commerzbank_2022_EN-2;23;6;;;;;"
opportunities for remote working were extended.  
However, demands in the world of work are also changing 
independently of coronavirus. We want to empower employees 
and managers to deal with this change un der their own 
responsibility and in a"
434;Commerzbank_2022_EN-2;23;7;;;;;"way that promotes health. To this end, we offer them a wide range of preventive measures such as 
professional advisory and information services, for instance on 
how to deal with stress. The employee offering includes a wide array of flexible"
435;Commerzbank_2022_EN-2;23;8;;;;;"formats, such as webinars, audio formats and 
video consultations with company doctors and with Employee 
Assistance Programme advisors.  Employees of Commerzbank and participating (domestic) 
subsidiaries can also use the self-service facility to book 
appointments for consultations and advisory sessions."
436;Commerzbank_2022_EN-2;23;9;;;;;"As part of the Sustainability Report in accordance with the Global Reporting 
Initiative (GRI Report), we provide detailed information on 
personnel-related topics. 
The same applies to Commerz Real. As part of its commitment 
to its employees’ health and satisfaction, the"
437;Commerzbank_2022_EN-2;23;10;;;;;"company both 
develops its own concepts and implements measures in cooperation with the parent company. In 2022, Commerz Real 
began rolling out the new “Com.Wor k” office concept across the 
board. Employees can get involved in redesigning the office space."
438;Commerzbank_2022_EN-2;23;11;;;;;"In addition to offices that can be booked flexibly, spaces are also 
being created for intensive video calls, interaction or relaxation, 
for example. 
mBank employees are also receiving support during the 
coronavirus pandemic. A hybrid model combining home and on-
site"
439;Commerzbank_2022_EN-2;23;12;;;;;"working was put in place in May 2022. Hybrid working is implemented according to the specific circumstances in sales and 
contracts units, in operations and in IT. It combines the 
advantages of office work and working from home and allows"
440;Commerzbank_2022_EN-2;23;13;;;;;"the best workplace to be chosen based on the specific tasks to be 
done. mBank has also launched the “Energised for Health” advice 
programme. This includes courses and training to help employees cope with stress and pressure.  
Promoting diversity"
441;Commerzbank_2022_EN-2;23;14;;;;;"and equal opportunities 
A working environment that is free from prejudice, typified by mutual 
respect and acceptance is essential 
for an atmosphere where everyone is able to thrive. We do not tolerate 
discrimination at Commerzbank . Any form of unfavourable"
442;Commerzbank_2022_EN-2;23;15;;;;;"
treatment of people based on th eir gender, nationality, ethnic 
origin, religion or beliefs, disability, age, sexual orientation or 
gender identity constitutes a violation of human dignity and 
infringement of personal rights. 
 
 
 Health is the foundation for"
443;Commerzbank_2022_EN-2;23;16;;;;;"the 
Performance of an organization
and its workforce alike
"
444;Commerzbank_2022_EN-2;24;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Fina ncial Statements Further Information 65 
  25 Declaration on corporate governance  
pursuant to Art. 315d"
445;Commerzbank_2022_EN-2;24;1;;;;;"in conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
HR geared to different phases of life 
"
446;Commerzbank_2022_EN-2;24;2;;;;;"
 
 
For more than three de cades, our Diversity Management unit has 
been working to achieve an open and fair environment throughout 
the Group in which everyone feels appreciated. The focus is on the 
different perspectives and talents that"
447;Commerzbank_2022_EN-2;24;3;;;;;"our employees bring. Globally, the Group employs people from 120 nations. Their 
diverse origins vitalise and enrich interactions. Differences in 
viewpoint and experience lead to new ideas. Avoiding pay discrimination is a key concern for us, so all the Bank’s"
448;Commerzbank_2022_EN-2;24;4;;;;;"
remuneration components and othe r benefits are designed to be 
gender-neutral and transparent. 
Like its parent company, Commerz Real is a signatory to the 
Diversity Charter. As a result, employee awareness of the issues of 
diversity and inclusion is raised"
449;Commerzbank_2022_EN-2;24;5;;;;;"through presentations, and human resources processes are checked to determine whether they 
ensure equal opportunities and diversity. In Poland, too, mBank is 
further developing its Diversity and Inclusion Policy and is a signatory to the Diversity Charte r of the"
450;Commerzbank_2022_EN-2;24;6;;;;;"Responsible Business 
Forum. The Diversity and Inclusion Policy not only summarises 
mBank’s efforts to date, but is also as a key component of the strategy for the coming years, in keeping with the ESG social 
responsibility goals.  Since 2022,"
451;Commerzbank_2022_EN-2;24;7;;;;;"all employees have completed e-lear ning courses 
on the topics of diversity and inclusion. In January 2022, mBank 
was for the second time listed in the global Bloomberg Gender Equality Index, which tracks the performance of public companies 
that actively"
452;Commerzbank_2022_EN-2;24;8;;;;;"promote gender  equality in their working 
environment.  
mBank is also included on the “Diversity IN Check” list for 
2022. This is published by the Responsible Business Forum and 
recognises the employers in Poland who are setting the bar"
453;Commerzbank_2022_EN-2;24;9;;;;;"in their management of diversity and inclusion. 
 
 
 
Work-life balance  
Alongside professional 
development, work-life balance is 
an important aspect of remaining attractive as a business. Within 
Commerzbank Aktiengesellschaft, 
this balance is ensured by concepts for different stages"
454;Commerzbank_2022_EN-2;24;10;;;;;"of life with specific offerings, such as flexible working time models, 
sabbaticals and programmes to facili tate the return to work after 
parental leave. We also offer advisory and support services relating to childcare, home care and care for the"
455;Commerzbank_2022_EN-2;24;11;;;;;"elderly through 
pme Familienservice. With an ageing workforce, taking care of 
relatives is becoming increasingly important. As a result, there is 
higher demand for our care-related workshops and advisory 
services. Gruner + Jahr Verlag once again recognised our 
engagement in"
456;Commerzbank_2022_EN-2;24;12;;;;;"2022 by naming us one of th e best employers for 
women. 
In 2022, we agreed with the Works Council that we would 
continue and expand the working from home arrangements in Germany even after the coronavirus measures have been"
457;Commerzbank_2022_EN-2;24;13;;;;;"lifted. 
P r o v i d e d  t h a t  r e m o t e  w o r k i n g  i s  f e a s i b l"
458;Commerzbank_2022_EN-2;24;14;;;;;"e  f r o m  a n  o p e r a t i o n a l  
perspective, branch employees can work remotely for up to 50% of their working hours; at headquarters and in"
459;Commerzbank_2022_EN-2;24;15;;;;;"the digital 
consulting centres, the figure is as  high as 70%. In addition to the 
positive experiences with flexible working during the coronavirus pandemic, the overriding factor that persuaded us to take this step 
was the clear desire of"
460;Commerzbank_2022_EN-2;24;16;;;;;"the workforce for greater flexibility in 
where they work. 
  Job-Sharing
Two employees share
one positionSabbatical
Time off 
3 to 12 months 
Mobile Working 
makes it possible to work independent
of location from tome to time 
Expanded re-entry 
guarantee after 
parental leaveKEEP IN"
461;Commerzbank_2022_EN-2;24;17;;;;;"TOUCH    
for mothers and fathers
during parental leave
Flexible working time models
to reconcile work and private lifeKids & Co 
ChildcareWorking part-time
Interim part-time and
trial part-time
Partner for
family services
pme-Familienservice
Home & Elder Care
Taking care for relatives People from 120 nations
are employed at the
Commerzbank"
462;Commerzbank_2022_EN-2;24;18;;;;;"Group worldwide
"
463;Commerzbank_2022_EN-2;25;0;;;;;" 
     
 66 Commerzbank Annual Report 2022  
Although a small majority of Commerzbank staff are female 
(around 51%), women are not yet represented at management 
level to the same extent. For this reason, in"
464;Commerzbank_2022_EN-2;25;1;;;;;"recent years the measures designed to promote a good work-life balance have been 
further improved to open up fresh career opportunities for women 
in particular. These include company childcare, innovative part-time models – including for managers – and structured return-to-
work"
465;Commerzbank_2022_EN-2;25;2;;;;;"options to prevent careers from stalling. 
These measures have enabled Commerzbank to increase the 
proportion of women in leadersh ip positions to more than 30% 
Group-wide over the past few years. Our Board of Managing 
Directors has set a new"
466;Commerzbank_2022_EN-2;25;3;;;;;"goal of 40% across all management levels (management levels 1–4 and level-5 project managers) by the end 
of 2030. All divisions of Comm erzbank Aktienge sellschaft are 
explicitly tasked with actively  approaching suitable female 
employees during the recruitment process."
467;Commerzbank_2022_EN-2;25;4;;;;;"The Bank therefore 
launched dedicated projects in 2022, putting diversity and 
inclusion on the strategic issues agenda. For example, one Risk Management initiative focused on equality, mental health and 
internationalism under the banner “Colourful Group Risk 
Management”. Group Services also"
468;Commerzbank_2022_EN-2;25;5;;;;;"celebrated the lived diversity of its workforce through the “COO.bunt” (COO.colourful) 
campaign. The aim is to further in crease the proportion of female 
candidates for management positions when filling new positions. That is why the task of identifying, retaining and"
469;Commerzbank_2022_EN-2;25;6;;;;;"developing talent 
and high performers has been written into the HR strategy 
guidelines. In addition, all areas within the Board of Managing Directors have set their own equali ty targets, which together add 
up to a target of 40% of"
470;Commerzbank_2022_EN-2;25;7;;;;;"management positions held by women by 
2030.  
Key figure: At the end of 2022, 35.0% of management 
positions across the Group were held by women. 
 
 Driving inclusion 
The inclusion of people with disabilities is another part of"
471;Commerzbank_2022_EN-2;25;8;;;;;"our 
diversity strategy. Barrier-free access to the workplace and to 
working tools is just as high a priority as the implementation of 
accessibility in our digital offerings for customers. Commerzbank 
Aktiengesellschaft has consistently exceeded the statutory requirement of 5% employees"
472;Commerzbank_2022_EN-2;25;9;;;;;"with disabilities in recent years. We 
met this quota again in 2022 (5.9%).  
We are now devoting more attention to the next generation: in 
2022 we advertised for the first time on myAbility, a job platform 
for people with"
473;Commerzbank_2022_EN-2;25;10;;;;;"disabilities that aims to further promote diversity 
and inclusion. 
Treating each other with respect 
Commerzbank Aktiengesellschaft is committed to an op en approach in 
respect of the sexual orientation 
and gender identity of its staff, customers and business contacts. 
This"
474;Commerzbank_2022_EN-2;25;11;;;;;"is achieved through education and various formats for 
dialogue, such as digital events and communication about queer people. Formats covering the topics  of coming out, subconscious 
reservations and overarching diversity issues such as families and 
cross-cultural understanding are particularly"
475;Commerzbank_2022_EN-2;25;12;;;;;"popular with employees. These are also regularly attended by members of the 
Board of Managing Directors and executives.  
We want to embrace diversity in our language as well, so we 
decided in April 2022 to launch  a one-year"
476;Commerzbank_2022_EN-2;25;13;;;;;"pilot with a 
recommendation on inclusive lang uage. We are initially gathering 
experience with this recommendation in internal publications, with the aim of communicating in a more accessible, value-neutral 
and gender-sensitive manner. 
Through publication of the “Prout Performer” lists, the"
477;Commerzbank_2022_EN-2;25;14;;;;;"
Prout@Work Foundation recognises individuals from business and 
public life who stand up for the interests of lesbian, gay, bisexual, 
trans, inter and queer people and become role models. Ten Commerzbank employees received awards in the year under 
review.  
"
478;Commerzbank_2022_EN-2;25;15;;;;;" 
010203040
2020 2021 2022Percentage of women in leadership positions
33.3 33.735.0
"
479;Commerzbank_2022_EN-2;26;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Fina ncial Statements Further Information 67 
  25 Declaration on corporate governance  
pursuant to Art. 315d"
480;Commerzbank_2022_EN-2;26;1;;;;;"in conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
The topic of diversity was also addressed in"
481;Commerzbank_2022_EN-2;26;2;;;;;"public initiatives. 
This included, for example, the #t heLworksout campaign initiated 
by the ARCO employee network to mark Lesbian Visibility Day. 
Like the Commerzbank campaign #togetHERstronger, this was 
one of the finalists for the German Business Communication 
Award. 
 
"
482;Commerzbank_2022_EN-2;26;3;;;;;"
 
Commerzbank takes a clear stance in public too and underlines 
this with visuals following the mo tto “We live diversity 365 days a 
year”. As in the previous year, the Commerzbank Tower was lit up 
to celebrate Pride, and"
483;Commerzbank_2022_EN-2;26;4;;;;;"colourfu l versions of the Bank’s logo 
appeared in digital channels and applications. 
Ensuring integrity and compliance 
Integrity is the basis of our business model. We act in an attentive, trust-worthy and reliable 
manner. The globally binding Code 
of Conduct"
484;Commerzbank_2022_EN-2;26;5;;;;;"was updated in the first quarter of 2022 and summarises our understanding of impeccable 
ethical and moral behaviour. It go es beyond legal and regulatory 
requirements and sets standards for Commerzbank Group employees and service providers.  
The focus of"
485;Commerzbank_2022_EN-2;26;6;;;;;"Commerzbank’s compliance activities is on 
preventing and uncovering money laundering, terrorist financing, market abuse (insider trading and market manipulation), fraud, 
corruption and other criminal acts wherever the Bank does 
business, as well as on protecting investors. We also ensure that"
486;Commerzbank_2022_EN-2;26;7;;;;;"insider information and other confidential data about our 
customers and their transactions ar e protected in accordance with 
the need-to-know principle. Commerzbank Aktiengesellschaft’s Compliance division has wide-ranging authority and escalation 
rights, including powers to obtain information and carry out 
investigations,"
487;Commerzbank_2022_EN-2;26;8;;;;;"enabling it to implement its requirements throughout the Group. Managing compliance risks 
As a proactive risk manager, Group Compliance manages compliance risk throughout the Group and thus 
lays the foundation for compliance 
with laws, ethical standards and regulations. Our goal"
488;Commerzbank_2022_EN-2;26;9;;;;;"is to effectively manage compliance risks 
and identify them at an early stage before they materialise. 
Compliance risks are identified and managed across all compliance risk types as part of  the compliance programme that 
has been put in place"
489;Commerzbank_2022_EN-2;26;10;;;;;"and is continuously refined. Components of 
the programme include a regular Group-wide compliance risk analysis, internal safeguards, and controls to assess the adequacy 
and effectiveness of the comp liance management system.  
In order to satisfy the requirements of increasingly"
490;Commerzbank_2022_EN-2;26;11;;;;;"complex 
national and international legislation and regulations, the Group is 
continually deve loping its compliance risk management and 
bringing this in line with curre nt developments and challenges. 
The German Act on Corporate Due Diligence Obligations in 
Supply Chains (LkSG)"
491;Commerzbank_2022_EN-2;26;12;;;;;"was passed  in 2021 and entered into force 
on 1 January 2023. It seeks in part icular to improve the protection 
of human rights in supply chains.  
Under the act, Commerzbank is  required to identify and 
prevent"
492;Commerzbank_2022_EN-2;26;13;;;;;"violations of certain human rights and certain environmental obli gations at direct and indirect suppliers and in 
its own business activities.  
 
 
 
Within Commerzbank, the principl es of the “three lines of 
defence model” are also being"
493;Commerzbank_2022_EN-2;26;14;;;;;"introduced in this area as part of 
risk management, to identify, prevent and remedy risks and breaches in supply chains. A comprehensive compliance 
programme is being set up to en sure that the requirements are 
met. Group Compliance will act"
494;Commerzbank_2022_EN-2;26;15;;;;;"as the second line of defence, the “global functional lead”, in which capacity it will define minimum 
Group-wide standards for the Bank.  
  Diversity plays a key role 365 days a year
Group Compliance lays the foundation 
for the"
495;Commerzbank_2022_EN-2;26;16;;;;;"compliance with laws, 
ethical standards and regulations
"
496;Commerzbank_2022_EN-2;27;0;;;;;" 
     
 68 Commerzbank Annual Report 2022  
In 2022, a Human Rights Officer was appointed to assume the 
responsibilities arising from the LkSG. The Chief Compliance 
Officer performs this important and responsible role, in"
497;Commerzbank_2022_EN-2;27;1;;;;;"which capacity they report directly to th e Chief Risk Officer. The Board of 
Managing Directors is also assisted by other units with a view to 
covering human rights standards as holistically as possible within Commerzbank. 
Fighting corruption effectively 
In"
498;Commerzbank_2022_EN-2;27;2;;;;;"our fight against co rruption and bribery, we go further than 
simply focusing on statutory requirements such as the German 
Criminal Code, the UK Bribery Act or the US Foreign Corrupt Practices Act. We also adhere to the principles of"
499;Commerzbank_2022_EN-2;27;3;;;;;"the UN Global 
Compact and the OECD’s Guidelines for Multinational Enterprises, 
and comply with the OECD Conven tion on Combating Bribery of 
Foreign Public Officials in International Business Transactions. 
These external standards are supplemented with internal 
guidelines, which are reviewed"
500;Commerzbank_2022_EN-2;27;4;;;;;"at least annually and updated as needed: Commerzbank’s Global Anti-Bribery and Corruption 
Policy (ABC Policy) actively seeks to combat bribery and other 
forms of corruption.  
 
 
To this end, we conduct regular training sessions for our 
employees so"
501;Commerzbank_2022_EN-2;27;5;;;;;"that they can implement our guidelines competently 
and consistently. A central element of this is the annual anti-
corruption training for all employees.  
Business and functional units with heightened risk profiles and 
individuals who have an increased risk of bribery"
